id,name,class
Mike_Thibault_0001,Mike_Thibault,0
Mike_Tice_0001,Mike_Tice,1
Mike_Tyson_0001,Mike_Tyson,2
Mike_Tyson_0002,Mike_Tyson,2
Mike_Tyson_0003,Mike_Tyson,2
Mike_Tyson_0004,Mike_Tyson,2
Mike_Webster_0001,Mike_Webster,3
Mike_Weir_0001,Mike_Weir,4
Mike_Weir_0002,Mike_Weir,4
Mike_Weir_0003,Mike_Weir,4
Mike_Weir_0004,Mike_Weir,4
Mike_Weir_0005,Mike_Weir,4
Mike_Weir_0006,Mike_Weir,4
Mike_Weir_0007,Mike_Weir,4
Mike_Weir_0008,Mike_Weir,4
Mike_Weir_0009,Mike_Weir,4
Mike_Weir_0010,Mike_Weir,4
Mike_Weir_0011,Mike_Weir,4
Mikhail_Gorbachev_0001,Mikhail_Gorbachev,5
Mikhail_Gorbachev_0002,Mikhail_Gorbachev,5
Mikhail_Kalashnikov_0001,Mikhail_Kalashnikov,6
Mikhail_Kasyanov_0001,Mikhail_Kasyanov,7
Mikhail_Kasyanov_0002,Mikhail_Kasyanov,7
Mikhail_Kasyanov_0003,Mikhail_Kasyanov,7
Mikhail_Kasyanov_0004,Mikhail_Kasyanov,7
Mikhail_Khodorkovsky_0001,Mikhail_Khodorkovsky,8
Mikhail_Shvydkoi_0001,Mikhail_Shvydkoi,9
Mikhail_Wehbe_0001,Mikhail_Wehbe,10
Mikhail_Wehbe_0002,Mikhail_Wehbe,10
Mikhail_Wehbe_0003,Mikhail_Wehbe,10
Mikhail_Wehbe_0004,Mikhail_Wehbe,10
Mikhail_Youzhny_0001,Mikhail_Youzhny,11
Mikhail_Youzhny_0002,Mikhail_Youzhny,11
Mikhail_Youzhny_0003,Mikhail_Youzhny,11
Mikulas_Dzurinda_0001,Mikulas_Dzurinda,12
Mikulas_Dzurinda_0002,Mikulas_Dzurinda,12
Milan_Kucan_0001,Milan_Kucan,13
Milan_Milutinovic_0001,Milan_Milutinovic,14
Mile_Mrksic_0001,Mile_Mrksic,15
Miles_Stewart_0001,Miles_Stewart,16
Millicent_Martin_0001,Millicent_Martin,17
Milo_Djukanovic_0001,Milo_Djukanovic,18
Milo_Djukanovic_0002,Milo_Djukanovic,18
Milo_Djukanovic_0003,Milo_Djukanovic,18
Milo_Maestrecampo_0001,Milo_Maestrecampo,19
Milo_Maestrecampo_0002,Milo_Maestrecampo,19
Milo_Maestrecampo_0003,Milo_Maestrecampo,19
Milt_Heflin_0001,Milt_Heflin,20
Milt_Palacio_0001,Milt_Palacio,21
Milton_Berle_0001,Milton_Berle,22
Milton_Wynants_0001,Milton_Wynants,23
Minnie_Driver_0001,Minnie_Driver,24
Minnie_Driver_0002,Minnie_Driver,24
Minnie_Mendoza_0001,Minnie_Mendoza,25
Mira_Sorvino_0001,Mira_Sorvino,26
Miranda_Gaddis_0001,Miranda_Gaddis,27
Miranda_Otto_0001,Miranda_Otto,28
Mireille_Jospin-Dandieu_0001,Mireille_Jospin-Dandieu,29
Mirela_Manjani_0001,Mirela_Manjani,30
Mireya_Elisa_Moscoso_Rodriguez_0001,Mireya_Elisa_Moscoso_Rodriguez,31
Mireya_Moscoso_0001,Mireya_Moscoso,32
Mireya_Moscoso_0002,Mireya_Moscoso,32
Mireya_Moscoso_0003,Mireya_Moscoso,32
Mireya_Moscoso_0004,Mireya_Moscoso,32
Mireya_Moscoso_0005,Mireya_Moscoso,32
Miroljub_0001,Miroljub,33
Miroljub_0002,Miroljub,33
Missy_Crider_0001,Missy_Crider,34
Misty_Dawn_Clymer_0001,Misty_Dawn_Clymer,35
Mitar_Rasevic_0001,Mitar_Rasevic,36
Mitch_Kupchak_0001,Mitch_Kupchak,37
Mitchell_Crooks_0001,Mitchell_Crooks,38
Mitchell_Daniels_0001,Mitchell_Daniels,39
Mitchell_Daniels_0002,Mitchell_Daniels,39
Mitchell_Daniels_0003,Mitchell_Daniels,39
Mitchell_Daniels_0004,Mitchell_Daniels,39
Mitchell_Garabedian_0001,Mitchell_Garabedian,40
Mitchell_McLaughlin_0001,Mitchell_McLaughlin,41
Mitchell_Potter_0001,Mitchell_Potter,42
Mitchell_Swartz_0001,Mitchell_Swartz,43
Mitoji_Yabunaka_0001,Mitoji_Yabunaka,44
Mitoji_Yabunaka_0002,Mitoji_Yabunaka,44
Mitsou_Gelinas_0001,Mitsou_Gelinas,45
Mitt_Romney_0001,Mitt_Romney,46
Mitzi_Gaynor_0001,Mitzi_Gaynor,47
Miyako_Miyazaki_0001,Miyako_Miyazaki,48
Miyako_Miyazaki_0002,Miyako_Miyazaki,48
Mladen_Naletilic_0001,Mladen_Naletilic,49
Mo_Elleithee_0001,Mo_Elleithee,50
Moby_0001,Moby,51
Mohamed_Benaissa_0001,Mohamed_Benaissa,52
Mohamed_Benaissa_0002,Mohamed_Benaissa,52
Mohamed_ElBaradei_0001,Mohamed_ElBaradei,53
Mohamed_ElBaradei_0002,Mohamed_ElBaradei,53
Mohamed_ElBaradei_0003,Mohamed_ElBaradei,53
Mohamed_ElBaradei_0004,Mohamed_ElBaradei,53
Mohamed_ElBaradei_0005,Mohamed_ElBaradei,53
Mohamed_ElBaradei_0006,Mohamed_ElBaradei,53
Mohamed_ElBaradei_0007,Mohamed_ElBaradei,53
Mohamed_ElBaradei_0008,Mohamed_ElBaradei,53
Mohamed_Hammam_0001,Mohamed_Hammam,54
Mohamed_Seineldin_0001,Mohamed_Seineldin,55
Mohammad_Aktar_0001,Mohammad_Aktar,56
Mohammad_Al-Sharief_0001,Mohammad_Al-Sharief,57
Mohammad_Fares_0001,Mohammad_Fares,58
Mohammad_Hasanein_0001,Mohammad_Hasanein,59
Mohammad_Khatami_0001,Mohammad_Khatami,60
Mohammad_Khatami_0002,Mohammad_Khatami,60
Mohammad_Khatami_0003,Mohammad_Khatami,60
Mohammad_Khatami_0004,Mohammad_Khatami,60
Mohammad_Khatami_0005,Mohammad_Khatami,60
Mohammad_Khatami_0006,Mohammad_Khatami,60
Mohammad_Khatami_0007,Mohammad_Khatami,60
Mohammad_Khatami_0008,Mohammad_Khatami,60
Mohammad_Khatami_0009,Mohammad_Khatami,60
Mohammad_Khatami_0010,Mohammad_Khatami,60
